Part;SupportAreaWeight;ZHeightWeight;SupportTimeWeight;InstanceId;Roll;Pitch
39109;2;0.5;0.5;cff70436-9de1-470b-aadd-f66150acf4f9;-5;130
39109;1;2;0;2da0ee68-723b-4132-9943-fecf509c202a;30;10
39109;1;0;2;cff70436-9de1-470b-aadd-f66150acf4f9;30;45
39495;1;1;1;3b4364a8-c4d6-45b9-91c5-f58444dcba18;-5;5
39495;3;0;0;4caafe59-78bb-4fda-bd00-f75726ed8a3b;-45;5
39495;0;1.5;1.5;3b4364a8-c4d6-45b9-91c5-f58444dcba18;-5;30
39495;2;0.5;0.5;4caafe59-78bb-4fda-bd00-f75726ed8a3b;-45;30
39495;1;2;0;c995f4b0-b9d1-433d-9983-337ee18574bc;15;15
39495;1;0;2;3b4364a8-c4d6-45b9-91c5-f58444dcba18;15;45
40614;1;1;1;4a97211a-8e4e-447d-bcce-bad54bfe6459;35;35
40614;3;0;0;57e50311-ee52-4041-aab1-02a47f247a1b;125;45
40614;0;1.5;1.5;edd4b660-868b-4187-a001-c0864e4f38e8;-175;5
40614;2;0.5;0.5;57e50311-ee52-4041-aab1-02a47f247a1b;125;20
40614;1;2;0;f6399527-b34f-4c74-a5aa-4dd9f73c8bea;175;30
40614;1;0;2;57e50311-ee52-4041-aab1-02a47f247a1b;125;10
41105;1;1;1;a054130c-27bf-4467-b59c-5e48319b47e4;-95;15
41105;3;0;0;8db524dd-238a-4661-a9cd-9df8b9e1b735;-95;25
41105;0;1.5;1.5;436ee3d2-d3cd-4429-97ca-5b9edc9c96f7;-5;-5
41105;2;0.5;0.5;a054130c-27bf-4467-b59c-5e48319b47e4;-95;30
41105;1;2;0;9f7705ab-aaee-4ef9-8254-9786e121a9ba;175;-5
41105;1;0;2;8db524dd-238a-4661-a9cd-9df8b9e1b735;20;30
41360;1;1;1;e48b8be9-8688-4a56-b433-ba119eb7b93a;95;55
41360;3;0;0;09df9aaf-5f80-4662-a381-1a6005028589;-75;-75
41360;0;1.5;1.5;5dc69532-03b6-4116-b349-e0fe3b3fe03e;-5;-5
41360;2;0.5;0.5;09df9aaf-5f80-4662-a381-1a6005028589;-75;-30
41360;1;2;0;986dabb6-37e0-4e79-b035-1af7c57533e5;175;5
41360;1;0;2;09df9aaf-5f80-4662-a381-1a6005028589;20;30
42606;1;1;1;17986169-422b-4d59-b784-018e8792f736;45;-85
42606;3;0;0;5ca958aa-7fb2-4c21-830b-331c073fba91;85;-5
42606;0;1.5;1.5;b434e186-e2a3-4352-b7a5-c36925c90443;175;-5
42606;2;0.5;0.5;a541e901-2a4c-436f-849d-4b5b2e0cb3c3;-75;85
42606;1;2;0;b434e186-e2a3-4352-b7a5-c36925c90443;175;30
42606;1;0;2;17986169-422b-4d59-b784-018e8792f736;45;-40
42986;1;1;1;aac29ced-f5fd-4301-8b90-82626e3a6c1d;45;-5
42986;3;0;0;73502903-da84-4b9c-bd53-90a3b3706e26;-165;75
42986;0;1.5;1.5;c690b06a-1179-484b-ad6a-bc57c51c750a;-5;5
42986;2;0.5;0.5;aac29ced-f5fd-4301-8b90-82626e3a6c1d;45;40
42986;1;2;0;c690b06a-1179-484b-ad6a-bc57c51c750a;-5;30
42986;1;0;2;aac29ced-f5fd-4301-8b90-82626e3a6c1d;45;90
43208;1;1;1;1e096276-3a6b-4b97-8e2d-a387dc351eee;5;-5
43208;3;0;0;afefadfb-0ecc-419d-a033-db0faac457e6;35;35
43208;0;1.5;1.5;1e096276-3a6b-4b97-8e2d-a387dc351eee;5;30
43208;2;0.5;0.5;9e52c10c-c3f2-415a-912c-4ab3981f9ca7;-45;35
43208;1;2;0;8d4bee6a-513e-4b98-bb70-912be5d89cb0;-45;5
43208;1;0;2;9e52c10c-c3f2-415a-912c-4ab3981f9ca7;15;15
43651;1;1;1;013cbd14-0ff3-41ec-a861-9548eb83b278;-15;5
43651;3;0;0;2650fa72-f17a-4cc3-8785-8a372166b3e3;-5;15
43651;0;1.5;1.5;a229a5c9-205c-42d3-ac3a-5f2e2044de90;-75;5
43651;2;0.5;0.5;2650fa72-f17a-4cc3-8785-8a372166b3e3;-5;40
43651;1;2;0;a229a5c9-205c-42d3-ac3a-5f2e2044de90;-75;30
43651;1;0;2;013cbd14-0ff3-41ec-a861-9548eb83b278;40;10
44058;1;1;1;cc00c79d-6aa8-4ba8-b39f-6f052af1e6f5;175;5
44058;3;0;0;a08c0030-6b95-411c-b897-1c961feda3fa;-175;45
44058;0;1.5;1.5;cc00c79d-6aa8-4ba8-b39f-6f052af1e6f5;175;30
44058;2;0.5;0.5;de47292d-7755-4a80-8b2d-0bc75260d379;-165;30
44058;1;2;0;cc00c79d-6aa8-4ba8-b39f-6f052af1e6f5;175;5
44058;1;0;2;de47292d-7755-4a80-8b2d-0bc75260d379;-165;60
44900;1;1;1;64c37031-42e6-4276-9856-ce618e72ac59;-175;5
44900;3;0;0;64c37031-42e6-4276-9856-ce618e72ac59;-175;50
44900;0;1.5;1.5;b2849e5f-af36-40cd-91ce-d814465b8166;5;-5
44900;2;0.5;0.5;64c37031-42e6-4276-9856-ce618e72ac59;90;0
44900;1;2;0;64c37031-42e6-4276-9856-ce618e72ac59;-175;90
44900;1;0;2;b2849e5f-af36-40cd-91ce-d814465b8166;5;-90
45169;1;1;1;c1652734-55eb-479a-b2ca-6bac3997e456;5;5
45169;3;0;0;3e4e2cdd-4b11-4190-be24-fd32cce9d3e1;-135;5
45169;0;1.5;1.5;c1652734-55eb-479a-b2ca-6bac3997e456;5;90
45169;2;0.5;0.5;c1652734-55eb-479a-b2ca-6bac3997e456;5;-90
45169;1;2;0;c1652734-55eb-479a-b2ca-6bac3997e456;90;5
45169;1;0;2;c1652734-55eb-479a-b2ca-6bac3997e456;-90;90
46261;1;1;1;c6c000a2-9977-43be-9342-7471e0059eae;175;-75
46261;3;0;0;42265e63-b374-4b25-8d48-c3162932881d;-45;5
46261;0;1.5;1.5;c6c000a2-9977-43be-9342-7471e0059eae;175;-90
46261;2;0.5;0.5;42265e63-b374-4b25-8d48-c3162932881d;-45;90
46261;1;2;0;c6c000a2-9977-43be-9342-7471e0059eae;175;0
46261;1;0;2;42265e63-b374-4b25-8d48-c3162932881d;5;90
48419;1;1;1;bfd8f76f-a162-41a3-8f71-27a23e42ac90;-75;-5
48419;3;0;0;6187062c-7921-496a-b54f-6c90fb1d8b04;-95;55
48419;0;1.5;1.5;d636bd56-067d-4f6c-849f-58e3b71b9c70;5;5
48419;2;0.5;0.5;2f776a9d-b2e2-4d88-bb0d-a7bb134eaf27;-45;5
48419;1;2;0;d6f8b021-487e-4f81-8059-77465dbbde0c;75;5
48419;1;0;2;bfd8f76f-a162-41a3-8f71-27a23e42ac90;90;10
48552;1;1;1;67177dd6-0b6c-4079-ae6f-b01eb88ca625;175;-5
48552;3;0;0;67177dd6-0b6c-4079-ae6f-b01eb88ca625;175;90
48552;0;1.5;1.5;fa2e3699-915e-463e-ad00-31152698f944;25;85
48552;2;0.5;0.5;67177dd6-0b6c-4079-ae6f-b01eb88ca625;90;-5
48552;1;2;0;d4484aa6-4373-44bf-bebd-9883bbd7c15b;-25;85
48552;1;0;2;baebb277-28ae-48ab-b52f-c7ab009f162c;-45;-5
50704;1;1;1;77cb3957-0d93-42e1-9d55-df21b8714621;-5;-5
50704;3;0;0;dba076b0-c96f-4330-93b3-ea01bb7d70aa;-5;55
50704;0;1.5;1.5;77cb3957-0d93-42e1-9d55-df21b8714621;-5;-120
50704;2;0.5;0.5;dba076b0-c96f-4330-93b3-ea01bb7d70aa;-5;120
50704;1;2;0;77cb3957-0d93-42e1-9d55-df21b8714621;120;5
50704;1;0;2;77cb3957-0d93-42e1-9d55-df21b8714621;-5;30
50741;1;1;1;f2b533eb-fe56-46a7-a6a5-69c3b5bd3b38;95;15
50741;3;0;0;201205a3-5647-4fcf-9552-899fabdbbe77;135;-35
50741;0;1.5;1.5;f2b533eb-fe56-46a7-a6a5-69c3b5bd3b38;95;90
50741;2;0.5;0.5;201205a3-5647-4fcf-9552-899fabdbbe77;135;45
50741;1;2;0;f2b533eb-fe56-46a7-a6a5-69c3b5bd3b38;95;30
50741;1;0;2;201205a3-5647-4fcf-9552-899fabdbbe77;135;5
51014;1;1;1;ae1827e7-65cf-4620-ac3e-342e1fc3d54b;5;5
51014;3;0;0;f92c89d0-ef2a-485a-95b8-1abaa0f4bb7b;45;5
51014;0;1.5;1.5;ae1827e7-65cf-4620-ac3e-342e1fc3d54b;5;90
51014;2;0.5;0.5;f92c89d0-ef2a-485a-95b8-1abaa0f4bb7b;45;90
51014;1;2;0;ae1827e7-65cf-4620-ac3e-342e1fc3d54b;5;20
51014;1;0;2;ae1827e7-65cf-4620-ac3e-342e1fc3d54b;5;45
51637;1;1;1;6d093225-f568-4d09-8308-a12c834241f5;-95;-85
51637;3;0;0;4a3d5cf6-d82e-4a91-8104-f8889096d6ab;35;-35
51637;0;1.5;1.5;d59309ab-8454-44a5-aba5-fd95a8ca408f;-5;-5
51637;2;0.5;0.5;4a3d5cf6-d82e-4a91-8104-f8889096d6ab;35;-90
51637;1;2;0;6d093225-f568-4d09-8308-a12c834241f5;-95;90
51637;1;0;2;4a3d5cf6-d82e-4a91-8104-f8889096d6ab;35;5
51700;1;1;1;0279d4b0-6190-4038-8b1b-a978f98de9ed;-35;-35
51700;3;0;0;3db20b11-23f3-4bb5-972a-6ad08e84e30c;-25;45
51700;0;1.5;1.5;b4b3610e-f5ba-46ae-871f-a3d6e3f9c9e4;-75;-25
51700;2;0.5;0.5;11447a36-c1f4-454f-902a-1c6f7a4eaaa0;5;5
51700;1;2;0;11447a36-c1f4-454f-902a-1c6f7a4eaaa0;5;30
51700;1;0;2;0279d4b0-6190-4038-8b1b-a978f98de9ed;-35;10
52073;1;1;1;08cb044e-f869-4a1c-8cae-ec53fd481d48;45;5
52073;3;0;0;08cb044e-f869-4a1c-8cae-ec53fd481d48;45;90
52073;0;1.5;1.5;a5611ef6-6524-4fd1-998e-79992c5309bd;-5;5
52073;2;0.5;0.5;08cb044e-f869-4a1c-8cae-ec53fd481d48;45;30
52073;1;2;0;a5611ef6-6524-4fd1-998e-79992c5309bd;-5;90
52073;1;0;2;08cb044e-f869-4a1c-8cae-ec53fd481d48;45;60
54470;1;1;1;1522cfc7-fc10-42e2-bfc5-c23c5bcfac46;125;-5
54470;3;0;0;f0711610-0fb6-43e8-94fa-6eb0c57c6ac5;-125;35
54470;0;1.5;1.5;555aff31-6ba3-4b05-88e3-f6df3566fa9b;-5;-5
54470;2;0.5;0.5;f0711610-0fb6-43e8-94fa-6eb0c57c6ac5;5;180
54470;1;2;0;73d8933a-7e0c-4da3-b3cf-02c44c861c54;-175;-90
54470;1;0;2;f0711610-0fb6-43e8-94fa-6eb0c57c6ac5;-125;90
55580;1;1;1;13b23f73-48d9-4f63-aa2a-7c1037c00ba2;135;5
55580;3;0;0;43c86dbb-35f9-4ec6-a1cb-f21ed0f3d325;-45;-5
55580;0;1.5;1.5;d0a002a9-05a7-4d20-ad61-889b0fd216e7;-175;5
55580;2;0.5;0.5;43c86dbb-35f9-4ec6-a1cb-f21ed0f3d325;-45;-90
55580;1;2;0;d0a002a9-05a7-4d20-ad61-889b0fd216e7;-175;90
55580;1;0;2;13b23f73-48d9-4f63-aa2a-7c1037c00ba2;5;15
57330;1;1;1;82d3a807-9c9d-4360-a695-dbd0c831aa38;5;5
57330;3;0;0;82d3a807-9c9d-4360-a695-dbd0c831aa38;5;90
57330;0;1.5;1.5;82d3a807-9c9d-4360-a695-dbd0c831aa38;5;30
57330;2;0.5;0.5;82d3a807-9c9d-4360-a695-dbd0c831aa38;90;10
57330;1;2;0;82d3a807-9c9d-4360-a695-dbd0c831aa38;45;5
57330;1;0;2;82d3a807-9c9d-4360-a695-dbd0c831aa38;5;60
57500;1;1;1;49ae3ab5-1e60-4c8f-92c8-4be2e9ef5c44;5;5
57500;3;0;0;49ae3ab5-1e60-4c8f-92c8-4be2e9ef5c44;5;90
57500;0;1.5;1.5;70f8609a-0c52-45fb-8678-ab68c58b16d9;95;5
57500;2;0.5;0.5;49ae3ab5-1e60-4c8f-92c8-4be2e9ef5c44;5;30
57500;1;2;0;49ae3ab5-1e60-4c8f-92c8-4be2e9ef5c44;5;60
57500;1;0;2;49ae3ab5-1e60-4c8f-92c8-4be2e9ef5c44;90;10
59126;1;1;1;9fc2c1e8-529a-4006-9cf7-f5cbc1ca8325;-125;35
59126;3;0;0;67cc1b0f-c7db-4939-b0fc-0a764c66a72b;45;5
59126;0;1.5;1.5;d48cf072-d7f3-4cf6-aa66-45e4e9286f23;-15;-5
59126;2;0.5;0.5;67cc1b0f-c7db-4939-b0fc-0a764c66a72b;45;30
59126;1;2;0;5c2e47e8-e099-47cd-9d46-d1f90b1c28ab;90;0
59126;1;0;2;9fc2c1e8-529a-4006-9cf7-f5cbc1ca8325;120;0
59707;1;1;1;24ba1641-72a8-4f91-ae05-e91dd778c0d5;-175;5
59707;3;0;0;ff8feff5-9518-41b4-80fa-3208563e0f4d;175;-35
59707;0;1.5;1.5;24ba1641-72a8-4f91-ae05-e91dd778c0d5;-175;45
59707;2;0.5;0.5;24ba1641-72a8-4f91-ae05-e91dd778c0d5;-175;85
59707;1;2;0;24ba1641-72a8-4f91-ae05-e91dd778c0d5;-175;125
59707;1;0;2;d2f5ca90-8fbe-4cb6-b5dc-10ac5651d226;-35;35
59747;1;1;1;526b7e23-952c-41d3-b388-faaa165a3c39;105;-85
59747;3;0;0;526b7e23-952c-41d3-b388-faaa165a3c39;105;-55
59747;0;1.5;1.5;bfeeb94d-2ed7-4322-9566-d1348f038b97;-25;-5
59747;2;0.5;0.5;526b7e23-952c-41d3-b388-faaa165a3c39;105;-25
59747;1;2;0;a96c6ec7-0a5d-4f52-ac61-dedc5096f0c9;175;5
59747;1;0;2;526b7e23-952c-41d3-b388-faaa165a3c39;105;5
59770;1;1;1;f8ab298b-91b2-4983-9e2c-c7c497067a10;-5;85
59770;3;0;0;f8ab298b-91b2-4983-9e2c-c7c497067a10;-5;55
59770;0;1.5;1.5;a1690639-5d5c-4c7d-9e14-7525582c56b7;-5;5
59770;2;0.5;0.5;f8ab298b-91b2-4983-9e2c-c7c497067a10;-5;25
59770;1;2;0;6cd30c1b-1fb8-457d-83a3-ac0be48ff7f5;5;15
59770;1;0;2;f8ab298b-91b2-4983-9e2c-c7c497067a10;-5;-75
60100;1;1;1;1d471b22-3e71-4138-8291-f4983d4ca674;75;35
60100;3;0;0;1d471b22-3e71-4138-8291-f4983d4ca674;75;65
60100;0;1.5;1.5;6f475211-aec0-4d61-b0b9-b71fa550e907;5;5
60100;2;0.5;0.5;1d471b22-3e71-4138-8291-f4983d4ca674;75;95
60100;1;2;0;6f475211-aec0-4d61-b0b9-b71fa550e907;5;35
60100;1;0;2;1d471b22-3e71-4138-8291-f4983d4ca674;75;125
60863;1;1;1;3fd93969-5c26-4d52-aea2-7f4e28098ffc;175;-45
60863;3;0;0;3fd93969-5c26-4d52-aea2-7f4e28098ffc;175;0
60863;0;1.5;1.5;1b506887-35a6-471a-b56d-d6fb55af5e5a;-5;115
60863;2;0.5;0.5;3fd93969-5c26-4d52-aea2-7f4e28098ffc;175;165
60863;1;2;0;1b506887-35a6-471a-b56d-d6fb55af5e5a;-5;40
60863;1;0;2;3fd93969-5c26-4d52-aea2-7f4e28098ffc;175;75
62415;1;1;1;1308ef29-2a34-4569-bc0b-f14572b0e921;5;-5
62415;3;0;0;ff7849ff-701a-4272-a20e-5de717f97cdb;135;-35
62415;0;1.5;1.5;1308ef29-2a34-4569-bc0b-f14572b0e921;5;25
62415;2;0.5;0.5;1308ef29-2a34-4569-bc0b-f14572b0e921;5;55
62415;1;2;0;1308ef29-2a34-4569-bc0b-f14572b0e921;5;85
62415;1;0;2;1308ef29-2a34-4569-bc0b-f14572b0e921;5;115
63245;1;1;1;272c772a-eb8b-41da-b50b-94e93fd3f4f9;0;0
63245;3;0;0;0d134d20-738e-4d84-a4d6-1c28d5fc47c0;-105;0
63245;0;1.5;1.5;beafe473-c517-4795-9da3-3d5a95a0a1ba;-5;-5
63245;2;0.5;0.5;272c772a-eb8b-41da-b50b-94e93fd3f4f9;95;10
63245;1;2;0;0d134d20-738e-4d84-a4d6-1c28d5fc47c0;-105;85
63245;1;0;2;272c772a-eb8b-41da-b50b-94e93fd3f4f9;95;-75
67223;1;1;1;a7d3a2e6-0a55-4832-a703-e253d8190dc7;-85;5
67223;3;0;0;d84b829a-990b-4d8c-be7a-ce8a1e040bd7;35;35
67223;0;1.5;1.5;b100488f-51a4-49e6-bd93-fa72d515c106;15;5
67223;2;0.5;0.5;8e5ac35f-cbfc-4d8e-9a82-4bbaee9c8a23;-85;25
67223;1;2;0;a7d3a2e6-0a55-4832-a703-e253d8190dc7;-85;45
67223;1;0;2;8e5ac35f-cbfc-4d8e-9a82-4bbaee9c8a23;-85;95
67929;1;1;1;2dcf5e53-c8a7-42aa-b836-a39da1765117;-5;-5
67929;3;0;0;015ced45-0a7e-4b62-9e32-08684056bfc1;175;-25
67929;0;1.5;1.5;2dcf5e53-c8a7-42aa-b836-a39da1765117;-5;30
67929;2;0.5;0.5;2dcf5e53-c8a7-42aa-b836-a39da1765117;-5;60
67929;1;2;0;2dcf5e53-c8a7-42aa-b836-a39da1765117;-5;90
67929;1;0;2;2dcf5e53-c8a7-42aa-b836-a39da1765117;-5;120
68812;1;1;1;22473d4f-7c36-4bdb-b111-4782ee1783d4;-165;5
68812;3;0;0;80057db2-2cee-472e-a822-f94f726a5638;-45;-15
68812;0;1.5;1.5;22473d4f-7c36-4bdb-b111-4782ee1783d4;-165;35
68812;2;0.5;0.5;22473d4f-7c36-4bdb-b111-4782ee1783d4;-165;65
68812;1;2;0;22473d4f-7c36-4bdb-b111-4782ee1783d4;-165;95
68812;1;0;2;22473d4f-7c36-4bdb-b111-4782ee1783d4;-165;125
69090;1;1;1;be670a50-97e5-4541-9600-4d55acf8e515;-45;20
69090;3;0;0;be670a50-97e5-4541-9600-4d55acf8e515;-45;50
69090;0;1.5;1.5;5d7d51eb-5939-40fd-8c65-43705a45ddba;-85;60
69090;2;0.5;0.5;be670a50-97e5-4541-9600-4d55acf8e515;-45;5
69090;1;2;0;be670a50-97e5-4541-9600-4d55acf8e515;-45;100
69090;1;0;2;be670a50-97e5-4541-9600-4d55acf8e515;-45;130
69267;1;1;1;63b9bc6e-1dfa-4058-b4d9-3eabcda28e05;5;5
69267;3;0;0;2fa0e46f-3eb0-4988-90e4-38ce67729d1d;175;-45
69267;0;1.5;1.5;63b9bc6e-1dfa-4058-b4d9-3eabcda28e05;5;35
69267;2;0.5;0.5;2fa0e46f-3eb0-4988-90e4-38ce67729d1d;175;-15
69267;1;2;0;63b9bc6e-1dfa-4058-b4d9-3eabcda28e05;5;65
69267;1;0;2;63b9bc6e-1dfa-4058-b4d9-3eabcda28e05;5;95
69899;1;1;1;52fa0c31-3151-41eb-a0f6-3a68f240a619;-5;85
69899;3;0;0;c0775053-d93b-43c2-b8e9-e842ed327f4e;45;5
69899;0;1.5;1.5;07674f70-4792-427b-9d3d-e9367808cf68;5;35
69899;2;0.5;0.5;c0775053-d93b-43c2-b8e9-e842ed327f4e;45;55
69899;1;2;0;c0775053-d93b-43c2-b8e9-e842ed327f4e;45;105
69899;1;0;2;f1d58a34-4026-4bc5-8016-03724828909a;125;-85
69930;1;1;1;d4ff0fff-3a48-4e90-8586-ba0550a86482;-165;5
69930;3;0;0;f5f4799c-2e79-473c-b492-0d1ddf29c19d;-165;35
69930;0;1.5;1.5;d4ff0fff-3a48-4e90-8586-ba0550a86482;-165;65
69930;2;0.5;0.5;f5f4799c-2e79-473c-b492-0d1ddf29c19d;-165;85
69930;1;2;0;d4ff0fff-3a48-4e90-8586-ba0550a86482;-165;105
69930;1;0;2;bff5fda7-dd0b-4b4b-96de-82a5d5da9c20;-165;135
70376;1;1;1;0afe4165-d042-40ff-9704-0c6f5875a144;95;5
70376;3;0;0;9357fb7f-2154-4f13-9942-4275737d3779;25;20
70376;0;1.5;1.5;ce37fa0d-ad6d-4946-a57b-3592d20835bb;5;5
70376;2;0.5;0.5;9357fb7f-2154-4f13-9942-4275737d3779;25;40
70376;1;2;0;1b8ef306-a02a-445b-ad92-af602ffd372c;-85;150
70376;1;0;2;9357fb7f-2154-4f13-9942-4275737d3779;25;80
71266;1;1;1;973a3d57-4bfd-42c1-bc0b-3feaa62cdcda;-85;5
71266;3;0;0;be81900b-0f2b-4cf1-848b-2a45365ec89b;95;75
71266;0;1.5;1.5;973a3d57-4bfd-42c1-bc0b-3feaa62cdcda;-85;35
71266;2;0.5;0.5;0c411f28-f68f-44ea-8526-802025922f95;85;-55
71266;1;2;0;973a3d57-4bfd-42c1-bc0b-3feaa62cdcda;-85;65
71266;1;0;2;a9856fda-35c4-4dbb-b75d-e182e5ae26d5;-85;-45
71328;1;1;1;6724f8f0-c179-4162-96ca-54db9bb1965d;-5;5
71328;3;0;0;ab54c456-0dff-41b9-acae-ec44f7429729;5;55
71328;0;1.5;1.5;6724f8f0-c179-4162-96ca-54db9bb1965d;-5;105
71328;2;0.5;0.5;ab54c456-0dff-41b9-acae-ec44f7429729;-5;25
71328;1;2;0;30061d6c-dd31-44f5-8750-a417d3fc1197;-5;75
71328;1;0;2;c8504eab-395a-40e1-8d8b-fb9080697f21;-5;95
72101;1;1;1;dad3eb1f-ed0c-46db-a8ef-056a6b7701ee;-175;10
72101;3;0;0;0460d50e-635a-478d-8b11-194deae251d5;45;5
72101;0;1.5;1.5;e63b84f0-5f12-4bdc-b625-86a14133505a;5;30
72101;2;0.5;0.5;698e80f3-fd35-444c-8f3d-4534382cdaef;-45;60
72101;1;2;0;dad3eb1f-ed0c-46db-a8ef-056a6b7701ee;-175;50
72101;1;0;2;b5e25f7a-7237-4150-9b27-871630a3c627;5;40
72214;1;1;1;fc1775e3-bc16-4733-9762-d226b355e6b6;-5;45
72214;3;0;0;fc1775e3-bc16-4733-9762-d226b355e6b6;-5;25
72214;0;1.5;1.5;69b55caa-8e8d-4a27-9dab-72c2f3ed624f;175;5
72214;2;0.5;0.5;fc1775e3-bc16-4733-9762-d226b355e6b6;-5;75
72214;1;2;0;bd40331b-86ad-45f1-b6c3-9e2a2887261f;-5;95
72214;1;0;2;fc1775e3-bc16-4733-9762-d226b355e6b6;-5;0
72603;1;1;1;20955e1f-e058-491f-92f8-8261dd0be336;5;5
72603;3;0;0;dc8b4ef2-6fc8-44f9-b14a-eac4184e64f5;95;20
72603;0;1.5;1.5;20955e1f-e058-491f-92f8-8261dd0be336;5;90
72603;2;0.5;0.5;dc8b4ef2-6fc8-44f9-b14a-eac4184e64f5;105;80
72603;1;2;0;20955e1f-e058-491f-92f8-8261dd0be336;5;35
72603;1;0;2;dc8b4ef2-6fc8-44f9-b14a-eac4184e64f5;125;100
